book_id,para_id,pali_paragraph,translation_paragraph
abh01a.att,105,"Attheva  gambhīragataṃ sudubbudhaṃ,","That which, having been realized by oneself, arises with causes;"
abh01a.att,106,Sayaṃ abhiññāya sahetusambhavaṃ;,"Which was taught in detail, in due order, by the Great Sage,"
abh01a.att,107,"Yathānupubbaṃ nikhilena desitaṃ,",One sees it as if holding an object in hand.”
abh01a.att,108,Mahesinā rūpagataṃva passatīti.,This is called the ocean of methods.
abh01a.att,109,Ayaṃ nayasāgaro nāma.,What is the **ocean of knowledge**?
abh01a.att,110,"Katamo  ñāṇasāgaro? Sabbaññutaññāṇaṃ ñāṇasāgaro nāma. Ayaṃ saṃsārasāgaro nāma, ayaṃ jalasāgaro nāma, ayaṃ nayasāgaro nāmāti hi aññena na sakkā jānituṃ, sabbaññutaññāṇeneva sakkā jānitunti sabbaññutaññāṇaṃ ñāṇasāgaro nāma. Imesu catūsu sāgaresu imasmiṃ ṭhāne nayasāgaro adhippeto. Imañhi sabbaññubuddhāva paṭivijjhanti.","Omniscient knowledge is called the ocean of knowledge. Indeed, to know “This is the ocean of saṃsāra, this is the ocean of water, this is the ocean of methods” is not possible by any other knowledge; it is possible only by omniscient knowledge. Therefore, omniscient knowledge is called the ocean of knowledge. This is called the ocean of saṃsāra, this is called the ocean of water, this is called the ocean of method (nayasāgara); it cannot be known by any other means, it can only be known by omniscience, thus omniscience is called the ocean of knowledge. Among these four oceans, in this context (of commenting on the Abhidhamma Pāli), the ""ocean of method"" (nayasāgara) is intended. Indeed, only the Omniscient Buddhas penetrate this."
abh01a.att,111,"Ayampi bhagavā bodhimūle nisinno ‘imaṃ paṭivijjhitvā imaṃ vata me dhammaṃ esantassa gavesantassa kappasatasahassādhikāni cattāri asaṅkhyeyyāni vītivattāni, atha me imasmiṃ pallaṅke nisinnena diyaḍḍhakilesasahassaṃ khepetvā ayaṃ dhammo paṭividdho’ti paṭividdhadhammaṃ paccavekkhanto sattāhaṃ ekapallaṅkena nisīdi. Tato tamhā pallaṅkā vuṭṭhāya ‘imasmiṃ vata me pallaṅke sabbaññutaññāṇaṃ paṭividdha’nti animisehi cakkhūhi sattāhaṃ pallaṅkaṃ olokento aṭṭhāsi. Tato devatānaṃ ‘ajjāpi nūna siddhatthassa  kattabbakiccaṃ atthi, pallaṅkasmiñhi ālayaṃ na vijahatī’ti parivitakko udapādi.","This Blessed One, too, seated at the foot of the Bodhi tree, having penetrated this Dhamma, reflected upon the Dhamma He had penetrated, thinking: ‘Indeed, in seeking and searching for this Dhamma, four incalculable aeons and a hundred thousand aeons have passed for me. Then, seated on this very seat, by destroying one and a half thousand defilements, this Dhamma has been penetrated by me.’ Thus reflecting, He sat for seven days in a single cross-legged posture. Then, rising from that seat, He stood for seven days, gazing at the seat with unblinking eyes, thinking: ‘Indeed, it was on this very seat that omniscience was penetrated by me.’ Then, the thought arose in the devas: ‘Surely, Siddhattha still has some task to accomplish, for he does not abandon his attachment to the seat.’"
abh01a.att,112,"Satthā devatānaṃ vitakkaṃ ñatvā tāvadeva tāsaṃ vitakkavūpasamanatthaṃ vehāsaṃ abbhuggantvā yamakapāṭihāriyaṃ dassesi. Mahābodhipallaṅkasmiñhi katapāṭihāriyañca, ñātisamāgame katapāṭihāriyañca, pāṭiyaputtasamāgame katapāṭihāriyañca, sabbaṃ kaṇḍambarukkhamūle katayamakapāṭihāriyasadisameva ahosi. Evaṃ yamakapāṭihāriyaṃ katvā pallaṅkassa ṭhitaṭṭhānassa ca antare ākāsato oruyha sattāhaṃ caṅkami. Imesu ca ekavīsatiyā divasesu ekadivasepi satthu sarīrato rasmiyo na nikkhantā.","The Teacher, knowing the devas’ thought, at that very moment ascended into the sky to calm their thoughts and displayed the Twin Miracle (Yamakapāṭihāriya). Indeed, the miracle performed near the Mahābodhi seat, the miracle performed at the gathering of relatives, and the miracle performed at the gathering related to Pāṭiyaputta—all were similar to the Twin Miracle performed at the foot of the Gaṇḍamba tree. Having thus performed the Twin Miracle, He descended from the sky between the place where the seat was and the place where He stood, and walked for seven days. And during these twenty-one days, not on a single day did rays emanate from the Teacher's body."
abh01a.att,113,"Catutthe pana sattāhe pacchimuttarāya disāya ratanaghare nisīdi – ratanagharaṃ nāma neva sattaratanamayaṃ gehaṃ. Sattannaṃ pana pakaraṇānaṃ sammasitaṭṭhānaṃ  ratanagharanti veditabbaṃ – tattha dhammasaṅgaṇiṃ sammasantassāpi sarīrato rasmiyo na nikkhantā. Vibhaṅgappakaraṇaṃ dhātukathaṃ puggalapaññattiṃ kathāvatthuppakaraṇaṃ yamakappakaraṇaṃ sammasantassāpi sarīrato rasmiyo na nikkhantā. Yadā pana mahāpakaraṇaṃ oruyha ‘‘hetupaccayo ārammaṇapaccayo…pe… avigatapaccayo’’ti sammasanaṃ ārabhi, athassa catuvīsatisamantapaṭṭhānaṃ sammasantassa ekantato sabbaññutaññāṇaṃ mahāpakaraṇeyeva okāsaṃ labhi. Yathā hi timirapiṅgalamahāmaccho caturāsītiyojanasahassagambhīre  mahāsamuddeyeva okāsaṃ labhati, evameva sabbaññutaññāṇaṃ ekantato mahāpakaraṇeyeva okāsaṃ labhi.","However, in the fourth week, He sat in the Jewel House (Ratanaghara) in the north-western direction. The Jewel House is not a mansion made of seven kinds of jewels. But it should be understood that the place where the seven Abhidhamma treatises were contemplated is called the Jewel House. Even while contemplating the Dhammasaṅgaṇī there, rays did not emanate from His body. Even while contemplating the Vibhaṅga, Dhātukathā, Puggalapaññatti, Kathāvatthu, and Yamaka treatises, no rays emanated from His body. However, when He descended to the Great Treatise (Mahāpakaraṇa) and began contemplating, ""Condition of Root (Hetupaccayo), Condition of Object (Ārammaṇapaccayo)... and so on... Condition of Non-Disappearance (Avigatapaccayo),"" then His omniscience completely found its scope only within the Great Treatise while He was contemplating the twenty-four universal Paṭṭhāna conditions. Just as the great fish Timira and Timiṅgala find their scope only in the great ocean, which is eighty-four thousand yojanas deep, so too did omniscience completely find its scope only in the Great Treatise."
abh01a.att,114,"Satthu evaṃ laddhokāsena sabbaññutaññāṇena yathāsukhaṃ saṇhasukhumadhammaṃ sammasantassa sarīrato nīlapītalohitodātamañjiṭṭhapabhassaravasena chabbaṇṇarasmiyo nikkhamiṃsu. Kesamassūhi ceva akkhīnañca nīlaṭṭhānehi nīlarasmiyo nikkhamiṃsu, yāsaṃ vasena gaganatalaṃ añjanacuṇṇasamokiṇṇaṃ viya umāpupphanīluppaladalasañchannaṃ viya vītipatantamaṇitālavaṇṭaṃ viya sampasāritamecakapaṭaṃ viya ca ahosi.","From the Teacher’s body, as He was contemplating the subtle and refined Dhamma at His ease with omniscience that had thus found its scope, six-coloured rays emanated in the manner of blue, yellow, red, white, crimson-red, and dazzling light. From His hair, beard, and the blue parts of His eyes, **blue rays** emanated. By virtue of these, the sky appeared as if covered with collyrium powder, or strewn with blue water lilies and flax flowers, or like a moving jewelled fan, or like a spread-out dark blue cloth."
abh01a.att,115,Chavito ceva akkhīnañca pītaṭṭhānehi pītarasmiyo  nikkhamiṃsu; yāsaṃ vasena disābhāgā suvaṇṇarasadhārābhisiñcamānā viya suvaṇṇapaṭapasāritā viya kuṅkumacuṇṇakaṇikārapupphasamparikiṇṇā viya ca virociṃsu.,"From His skin and the yellow parts of His eyes, **yellow rays** emanated; by virtue of these, the regions of space shone as if being sprinkled with streams of liquid gold, or as if adorned with spread-out golden plates, or as if thoroughly scattered with saffron powder and Kaṇikāra flowers."
abh01a.att,116,Maṃsalohitehi ceva akkhīnañca rattaṭṭhānehi lohitarasmiyo nikkhamiṃsu yāsaṃ vasena disābhāgā cīnapiṭṭhacuṇṇarañjitā viya supakkalākhārasasiñcamānā viya rattakambalaparikkhittā viya jayasumanapāribhaddakabandhujīvakakusumasamparikiṇṇā viya ca virociṃsu.,"From His flesh and blood, and the red parts of His eyes, **red rays** emanated; by virtue of these, the regions of space shone as if dyed with cinnabar powder, or as if being sprinkled with well-boiled lac juice, or as if covered with red blankets, or as if thoroughly scattered with Jayasumana, Pāribhaddaka, Bandhujīvaka, and Kusuma flowers."
abh01a.att,117,"Aṭṭhīhi ceva dantehi ca akkhīnañca setaṭṭhānehi odātarasmiyo nikkhamiṃsu; yāsaṃ vasena disābhāgā rajataghaṭehi āsiñcamānakhīradhārāsamparikiṇṇā viya sampasāritarajatapaṭṭavitānā viya, vītipatantarajatatālavaṇṭā viya, kundakumudasinduvārasumanamallikādikusumasañchannā viya ca virociṃsu.","From His bones, teeth, and the white parts of His eyes, **white rays** emanated; by virtue of these, the regions of space shone as if scattered with streams of milk poured from silver pots, or as if adorned with spread-out silver plate canopies, or as if with moving silver fans, or as if covered with Kundakumuda, Sinduvāra, Sumana, Mallikā, and other such flowers."
abh01a.att,118,Mañjiṭṭhapabhassarā  pana tamhā tamhā sarīrappadesā nikkhamiṃsu. Iti tā chabbaṇṇarasmiyo nikkhamitvā ghanamahāpathaviṃ gaṇhiṃsu.,"**Crimson-red and dazzling** rays, however, emanated from various parts of His body. Thus, those six-coloured rays emanated and penetrated the dense great earth."
abh01a.att,119,Catunahutādhikadviyojanasatasahassabahalā mahāpathavī niddhantasuvaṇṇapiṇḍi viya ahosi. Atha mahāpathaviṃ bhinditvā heṭṭhā udakaṃ gaṇhiṃsu. Pathavisandhārakaṃ aṭṭhanahutādhikacatuyojanasatasahassabahalaṃ udakaṃ suvaṇṇakalasehi āsiñcamānavilīnasuvaṇṇaṃ viya ahosi. Udakaṃ vinivijjhitvā  vātaṃ aggahesuṃ. Chanahutādhikanavayojanasatasahassabahalo vāto samussitasuvaṇṇakkhandho viya ahosi. Vātaṃ vinivijjhitvā heṭṭhā ajaṭākāsaṃ pakkhandiṃsu.,"The great earth, two hundred thousand yojanas thick, with an additional forty thousand, became like a solid mass of purified gold. Then, piercing through the great earth, they reached the water below. The water supporting the earth, four hundred thousand yojanas thick, with an additional eighty thousand, became like molten gold poured from golden pots. Piercing through the water, they reached the wind. The wind, nine hundred thousand yojanas thick, with an additional sixty thousand, became like an erected pillar of gold. Piercing through the wind, they penetrated into the unobstructed space (ajaṭākāsa) below."
abh01a.att,120,Uparibhāgena uggantvāpi cātumahārājike gaṇhiṃsu. Te vinivijjhitvā tāvatiṃse tato yāme tato tusite tato nimmānaratī tato paranimmitavasavattī tato nava brahmaloke tato vehapphale tato pañca suddhāvāse vinivijjhitvā cattāro āruppe gaṇhiṃsu. Cattāro ca āruppe vinivijjhitvā ajaṭākāsaṃ pakkhandiṃsu.,"Ascending upwards, they also penetrated the Cātumahārājika realms. Piercing through these, they reached the Tāvatiṃsa, then the Yāma, then the Tusita, then the Nimmānaratī, then the Paranimmitavasavattī, then the nine Brahma worlds, then the Vehapphala, then the five Suddhāvāsa realms, and piercing through these, they reached the four Arūpa realms. And piercing through the four Arūpa realms, they penetrated into the unobstructed space."
abh01a.att,121,"Tiriyabhāgehi anantā lokadhātuyo pakkhandiṃsu. Ettakesu ṭhānesu candamhi candappabhā natthi, sūriye sūriyappabhā natthi, tārakarūpesu tārakarūpappabhā natthi, devatānaṃ uyyānavimānakapparukkhesu ceva sarīresu ca ābharaṇesu cāti sabbattha pabhā natthi. Tisahassimahāsahassilokadhātuyā ālokapharaṇasamattho mahābrahmāpi sūriyuggamane  khajjopanako viya ahosi. Candasūriyatārakarūpadevatuyyānavimānakapparukkhānaṃ paricchedamattakameva paññāyittha. Ettakaṃ ṭhānaṃ buddharasmīhiyeva ajjhotthaṭaṃ ahosi. Ayañca neva buddhānaṃ adhiṭṭhāniddhi, na bhāvanāmayiddhi. Saṇhasukhumadhammaṃ pana sammasato lokanāthassa lohitaṃ pasīdi, vatthurūpaṃ pasīdi, chavivaṇṇo pasīdi. Cittasamuṭṭhānā vaṇṇadhātu samantā asītihatthamatte padese niccalāva aṭṭhāsi. Iminā nīhārena sattāhaṃ sammasi.","In the transverse direction, they penetrated endless world-systems. In all these places, there was no light from the moon in the moon, no light from the sun in the sun, no light from the stars in the stellar forms, and no light anywhere in the devas' gardens, mansions, wish-fulfilling trees, or in their bodies and ornaments. Even Mahābrahmā, capable of spreading light throughout a ten-thousand-world-system, became like a firefly at sunrise. Only the outlines of the moon, sun, stellar forms, devas' gardens, mansions, and wish-fulfilling trees were discernible. All this space was pervaded solely by the Buddha's rays. And this was neither a power of determination (adhiṭṭhāniddhi) of the Buddhas, nor a power developed through meditation (bhāvanāmayiddhi). Rather, as the World-Protector contemplated the subtle and refined Dhamma, His blood became clear, His heart-base matter became clear, and the colour of His skin became clear. The element of colour arising from the mind (citta-samuṭṭhāna vaṇṇadhātu) remained perfectly still in an area eighty cubits all around. In this manner, He contemplated for seven days."
abh01a.att,122,"Satta rattindivāni sammasitadhammo kittako ahosīti? Ananto aparimāṇo ahosi. Ayaṃ tāva manasādesanā nāma. Satthā pana evaṃ sattāhaṃ manasā cintitadhammaṃ vacībhedaṃ katvā desento vassasatenapi  vassasahassenapi vassasatasahassenapi matthakaṃ pāpetvā desetuṃ na sakkotīti na vattabbaṃ. Aparabhāgepi hi tathāgato tāvatiṃsabhavane pāricchattakamūle paṇḍukambalasilāyaṃ dasasahassacakkavāḷadevatānaṃ majjhe nisinno mātaraṃ kāyasakkhiṃ katvā kusalā dhammā, akusalā dhammā, abyākatā dhammāti dhammaṃ desento satabhāgena sahassabhāgena satasahassabhāgena dhammantarā dhammantaraṃ saṅkamitvā saṅkamitvāva desesi. Tayo māse nirantaraṃ pavattitadesanā vegena pavattā ākāsagaṅgā viya adhomukhaṭhapitaudakaghaṭā nikkhantaudakadhārā viya ca hutvā anantā aparimāṇā ahosi.","How much Dhamma did He contemplate for seven days and nights? (This is the question.) It was infinite and immeasurable. This is indeed called mental exposition (manasā desanā). However, it should not be said that the Teacher, if He were to express in words the Dhamma He contemplated mentally for seven days, would be unable to finish expounding it even in a hundred years, a thousand years, or a hundred thousand years. Indeed, in the later part, the Tathāgata, seated in the Tāvatiṃsa abode, at the foot of the Pāricchattaka tree, on the Paṇḍukambala rock-seat, in the midst of the devas from ten thousand world-systems, having made his mother a personal witness, preached the Dhamma, saying ""wholesome states, unwholesome states, undeterminable states,"" shifting from one doctrine to another by a hundredfold, by a thousandfold, by a hundred thousandfold. The teaching delivered continuously for three months was infinite and immeasurable, like the flow of the Akasaganga rushing swiftly, or like the stream of water pouring from a pot placed upside down."
abh01a.att,123,Buddhānañhi  bhattānumodanakālepi thokaṃ vaḍḍhetvā anumodentānaṃ desanā dīghamajjhimanikāyappamāṇā hoti. Pacchābhattaṃ pana sampattaparisāya dhammaṃ desentānaṃ desanā saṃyuttaaṅguttarikadvemahānikāyappamāṇāva hoti. Kasmā? Buddhānañhi bhavaṅgaparivāso lahuko dantāvaraṇaṃ suphusitaṃ mukhādānaṃ siliṭṭhaṃ jivhā mudukā saro madhuro vacanaṃ lahuparivattaṃ. Tasmā taṃ muhuttaṃ desitadhammopi ettako hoti. Temāsaṃ desitadhammo pana ananto aparimāṇoyeva.,"Truly, even when Buddhas recite anumodanā after a meal, if they elaborate a little, their discourse is as extensive as the Dīgha Nikāya and Majjhima Nikāya. However, when they preach the Dhamma to the assembled audience after a meal, their discourse is as extensive as the two great Nikāyas, Saṃyutta and Aṅguttara. Why? For Buddhas, the bhavanga continuum is swift, the lips touch well, the mouth opens smoothly, the tongue is soft, the voice is sweet, and the words are quick to turn. Therefore, even the Dhamma preached for that moment is of such an extent. However, the Dhamma preached for three months is indeed infinite and immeasurable."
abh01a.att,124,"Ānandatthero hi bahussuto tipiṭakadharo pañcadasa gāthāsahassāni saṭṭhi padasahassāni latāpupphāni ākaḍḍhanto viya ṭhitapadeneva ṭhatvā gaṇhāti vā vāceti vā deseti vā. Ettako therassa eko uddesamaggo nāma hoti. Therassa hi anupadaṃ uddesaṃ dadamāno añño dātuṃ na sakkoti, na sampāpuṇāti. Sammāsambuddhova sampāpuṇeyya. Evaṃ adhimattasatimā adhimattagatimā adhimattadhitimā  sāvako satthārā temāsaṃ iminā nīhārena desitadesanaṃ vassasataṃ vassasahassaṃ uggaṇhantopi matthakaṃ pāpetuṃ na sakkoti.","Now, Venerable Ānanda, being extensively learned and a bearer of the Tipiṭaka, could grasp, recite, or teach fifteen thousand verses, sixty thousand lines, as if plucking flowers from a vine, remaining in a standing posture. Such is one `uddesa` path for the elder. Indeed, when giving the elder instruction word by word, no one else could give or reach it. Only the Perfectly Self-Enlightened One could reach it. Thus, a disciple with exceeding mindfulness, exceeding quickness of comprehension, and exceeding perseverance, even if he were to learn the teaching delivered by the Teacher in this manner for three months, for a hundred years or a thousand years, would not be able to bring it to completion."
abh01a.att,125,"Evaṃ temāsaṃ nirantaraṃ desentassa pana tathāgatassa kabaḷīkārāhārappaṭibaddhaṃ upādinnakasarīraṃ kathaṃ yāpesīti? Paṭijagganeneva. Buddhānañhi so so kālo suvavatthito suparicchinno supaccakkho. Tasmā bhagavā dhammaṃ desentova manussaloke kālaṃ oloketi. So bhikkhācāravelaṃ  sallakkhetvā nimmitabuddhaṃ māpetvā ‘imassa cīvaraggahaṇaṃ pattaggahaṇaṃ sarakutti ākappo ca evarūpo nāma hotu, ettakaṃ nāma dhammaṃ desetū’ti adhiṭṭhāya pattacīvaramādāya anotattadahaṃ gacchati. Devatā nāgalatādantakaṭṭhaṃ denti. Taṃ khāditvā anotattadahe sarīraṃ paṭijaggitvā manosilātale ṭhito surattadupaṭṭaṃ nivāsetvā cīvaraṃ pārupitvā cātumahārājadattiyaṃ selamayaṃ pattaṃ ādāya uttarakuruṃ gacchati. Tato piṇḍapātaṃ āharitvā anotattadahatīre nisinno taṃ paribhuñjitvā divāvihārāya candanavanaṃ gacchati.","Then, how did the Tathāgata, who preached continuously for three months in this manner, sustain his physical body, which is dependent on physical food? By maintenance. For Buddhas, each time is well-established, well-defined, and clearly perceived. Therefore, the Blessed One, while preaching the Dhamma, observes the time in the human world. He, having observed the time for alms-round, creates a Nirmita Buddha, and determining, ""Let the Nirmita Buddha's manner of taking robes, taking the alms-bowl, speech, and deportment be of such a kind; let it preach such and such an amount of Dhamma,"" takes his alms-bowl and robes and goes to Lake Anotatta. Devas offer him a tooth-stick made of naga-vine. Having chewed it and cleansed his body in Lake Anotatta, he stands on the Manośilā rock-slab, puts on a well-dyed double undergarment, wraps himself in his robe, takes the stone alms-bowl offered by the Four Great Kings, and goes to Uttarakuru. From there, he collects alms-food, and sitting on the bank of Lake Anotatta, he partakes of it, and then goes to the sandalwood forest for his day-dwelling."
abh01a.att,126,"Dhammasenāpatisāriputtattheropi tattha gantvā sammāsambuddhassa vattaṃ katvā ekamantaṃ nisīdati. Athassa satthā nayaṃ deti. ‘Sāriputta, ettako dhammo mayā desito’ti ācikkhati. Evaṃ sammāsambuddhe nayaṃ dente paṭisambhidāppattassa aggasāvakassa velante ṭhatvā hatthaṃ pasāretvā dassitasamuddasadisaṃ nayadānaṃ hoti. Therassāpi nayasatena nayasahassena nayasatasahassena bhagavatā desitadhammo upaṭṭhātiyeva.","Venerable Sāriputta, the General of the Dhamma, also went there, performed his duties for the Perfectly Self-Enlightened One, and sat to one side. Then the Teacher gave him an exposition. ""Sāriputta, this much Dhamma has been preached by me,"" he declared. Thus, when the Perfectly Self-Enlightened One gave an exposition, it was like showing the ocean by stretching out one's hand while standing on the shore, for the chief disciple who had attained the Analytical Knowledges (paṭisambhidā). And for the elder, the Dhamma preached by the Blessed One, in hundreds, thousands, and hundreds of thousands of ways, certainly becomes clear."
abh01a.att,127,"Satthā  divāvihāraṃ nisīditvā dhammaṃ desetuṃ kāya velāya gacchatīti? Sāvatthivāsīnaṃ kulaputtānaṃ sampattānaṃ dhammadesanavelā nāma atthi, tāya velāya gacchati. Dhammaṃ desetvā gacchantaṃ vā āgacchantaṃ vā ke jānanti ke na jānantīti? Mahesakkhā devatā jānanti, appesakkhā devatā na jānanti. Kasmā na jānantīti? Sammāsambuddhassa vā nimmitabuddhassa vā rasmiādīsu nānattābhāvā. Ubhinnampi hi tesaṃ rasmīsu vā saresu vā vacanesu vā nānattaṃ natthi.","At what time does the Teacher, having rested for the day, go to preach the Dhamma? There is a time for preaching the Dhamma to the devout laymen of Sāvatthī who have come; he goes at that time. Who knows and who does not know that he is going or coming back after preaching the Dhamma? Devas of great power know, devas of little power do not know. Why do they not know? Because there is no difference in the rays, etc., of the Perfectly Self-Enlightened One and the Nirmita Buddha. Indeed, for both of them, there is no difference in their rays, voices, or words."
abh01a.att,128,Sāriputtattheropi satthārā desitaṃ desitaṃ dhammaṃ āharitvā attano saddhivihārikānaṃ pañcannaṃ bhikkhusatānaṃ desesi. Tesaṃ ayaṃ pubbayogo – te  kira kassapadasabalassa kāle khuddakavagguliyoniyaṃ nibbattā pabbhāre olambantā dvinnaṃ ābhidhammikabhikkhūnaṃ abhidhammaṃ sajjhāyantānaṃ sare nimittaṃ gahetvā kaṇhapakkhasukkapakkhe ajānitvāpi sare nimittaggāhamattakeneva kālaṃ katvā devaloke nibbattiṃsu. Ekaṃ buddhantaraṃ devaloke vasitvā tasmiṃ kāle manussaloke nibbattā yamakapāṭihāriye pasīditvā therassa santike pabbajiṃsu. Thero satthārā desitaṃ desitaṃ dhammaṃ āharitvā tesaṃ desesi. Sammāsambuddhassa abhidhammadesanāpariyosānañca  tesaṃ bhikkhūnaṃ sattappakaraṇauggahaṇañca ekappahāreneva ahosi.,"Venerable Sāriputta, too, having taken the Dhamma as it was preached by the Teacher, preached it to his five hundred resident disciples. This was their past karma: It is said that in the time of Kassapa, the Ten-Powered One, they were born as small bats hanging in a cave, and while two Abhidhamma-reciting monks were chanting the Abhidhamma, they grasped the sound as a sign. Without knowing about unwholesome or wholesome states, merely by grasping the sound as a sign, they passed away and were reborn in the deva realm. Having dwelt in the deva realm for one Buddha-interval, they were born in the human world at that time, and becoming delighted by the Twin Miracle (Yamakapāṭihāriya), they went forth under the elder. The elder, having taken the Dhamma as it was preached by the Teacher, preached it to them. The completion of the Perfectly Self-Enlightened One's Abhidhamma discourse and the five hundred monks' mastery of the seven Abhidhamma treatises occurred simultaneously."
abh01a.att,129,Abhidhamme vācanāmaggo nāma sāriputtattherappabhavo. Mahāpakaraṇe gaṇanacāropi thereneva ṭhapito. Thero hi iminā nīhārena dhammantaraṃ amakkhetvāva sukhaṃ gahetuṃ dhāretuṃ pariyāpuṇituṃ vācetuñca pahotīti gaṇanacāraṃ ṭhapesi. Evaṃ sante therova paṭhamataraṃ ābhidhammiko hotīti? Na hoti. Sammāsambuddhova paṭhamataraṃ ābhidhammiko. So hi naṃ mahābodhipallaṅke nisīditvā paṭivijjhi. Buddho hutvā ca pana sattāhaṃ ekapallaṅkena nisinno udānaṃ udānesi –,"The method of recitation in the Abhidhamma originates from Venerable Sāriputta. Even the system of enumeration in the Mahāpakaraṇa was established by the elder. Indeed, the elder established the system of enumeration, thinking that by this method, one could easily grasp, retain, learn, and recite the doctrines without confusion. If that is so, then the elder was the first Abhidhammika? No, he was not. The Perfectly Self-Enlightened One was the first Abhidhammika. Indeed, he penetrated it while seated on the great Bodhi-seat. And having become a Buddha, he sat for seven days in one posture and uttered this Udāna:"
abh01a.att,130,"‘‘Yadā have pātubhavanti dhammā,",“When indeed the dhammas become manifest
abh01a.att,131,Ātāpino jhāyato brāhmaṇassa;,"To the ardent, meditating brahman;"
abh01a.att,132,"Athassa kaṅkhā vapayanti sabbā,","Then all his doubts vanish,"
abh01a.att,133,Yato  pajānāti sahetudhammaṃ.,When he understands the dhammas with their cause.
abh01a.att,134,"‘‘Yadā have pātubhavanti dhammā,",“When indeed the dhammas become manifest
abh01a.att,135,Ātāpino jhāyato brāhmaṇassa;,"To the ardent, meditating brahman;"
abh01a.att,136,"Athassa kaṅkhā vapayanti sabbā,","Then all his doubts vanish,"
abh01a.att,137,Yato khayaṃ paccayānaṃ avedi.,When he discerns the ending of conditions.
abh01a.att,138,"‘‘Yadā have pātubhavanti dhammā,",“When indeed the dhammas become manifest
abh01a.att,139,Ātāpino jhāyato brāhmaṇassa;,"To the ardent, meditating brahman;"
abh01a.att,140,"Vidhūpayaṃ tiṭṭhati mārasenaṃ,","He stands dispelling Māra’s army,"
abh01a.att,141,Sūriyova obhāsayamantalikkha’’nti.(mahāva. 1-3; udā. 1-3);,As the sun illuminates the sky.”
abh01a.att,142,Idaṃ paṭhamabuddhavacanaṃ nāma. Dhammapadabhāṇakā  pana –,"This is called **the first utterance of the Buddha.** However, the Dhammapada reciters say:"
abh01a.att,143,"‘‘Anekajātisaṃsāraṃ, sandhāvissaṃ anibbisaṃ;","“Through many a birth I wandered in saṃsāra,"
abh01a.att,144,"Gahakāraṃ gavesanto, dukkhā jāti punappunaṃ.","Seeking, but not finding, the builder of the house; painful is repeated birth."
abh01a.att,145,"‘‘Gahakāraka diṭṭhosi, puna gehaṃ na kāhasi;","“House-builder, you are seen; you shall not build a house again."
abh01a.att,146,"Sabbā te phāsukā bhaggā, gahakūṭaṃ visaṅkhataṃ;","All your rafters are broken, your ridge-pole dismantled;"
abh01a.att,147,"Visaṅkhāragataṃ cittaṃ, taṇhānaṃ khayamajjhagā’’ti.(dha. pa. 153-154);","The mind, having attained the unconditioned, has reached the destruction of craving.”"
abh01a.att,148,Idaṃ paṭhamabuddhavacanaṃ nāmāti vadanti.,They say that this is **the first utterance of the Buddha.**
abh01a.att,149,"Yamakasālānamantare  nipannena parinibbānasamaye ‘‘handa dāni, bhikkhave, āmantayāmi vo, vayadhammā saṅkhārā, appamādena sampādethā’’ti (dī. ni. 2.218) vuttavacanaṃ pacchimabuddhavacanaṃ nāma.","The saying spoken by the Buddha, while lying between twin Sāla trees at the time of his Parinibbāna, ""Now, monks, I exhort you: formations are subject to decay; accomplish your aims with diligence,"" is called **the Buddha's final utterance**."
abh01a.att,150,"Ubhinnamantare pañcacattālīsa vassāni pupphadāmaṃ ganthentena viya, ratanāvaliṃ āvunantena viya, ca kathito amatappakāsano saddhammo majjhimabuddhavacanaṃ nāma.","The Dhamma, revealing the Deathless, taught for forty-five years between the two utterances, as if stringing a garland of flowers or arranging a string of jewels, is called **the Buddha's middle utterance**."
