book_id,para_id,pali_paragraph,translation_paragraph
s0201a.att,262,"Pariññeyyaṃ tassāti tassa sekkhassa taṃ maññanāvatthu okkantaniyāmattā sambodhiparāyaṇattā ca tīhi pariññāhi pariññeyyaṃ, apariññeyyañca apariññātañca  na hoti puthujjanassa viya, nopi pariññātaṃ khīṇāsavassa viya. Sesaṃ sabbattha vuttanayameva.","**It should be fully understood by him** means: For that learner (`sekha`), that object of conceiving (`maññanāvatthu`), because he has entered the fixed course and is destined for full enlightenment, should be fully understood by the three kinds of full understanding (`pariññā`). It is not un-fully-understood and not-yet-fully-understood like it is for a worldling (`puthujjana`), nor is it fully understood like it is for one whose cankers are destroyed (`khīṇāsava`). The rest is in accordance with the method already stated everywhere."
s0201a.att,263,Sekkhavasena dutiyanayakathā niṭṭhitā.,"*The discourse on the second method, by way of the learner (`sekha`), is finished.*"
s0201a.att,264,##### Khīṇāsavavāratatiyādinayavaṇṇanā,##### The Explanation of the Third and Subsequent Methods in the Section on the One Whose Cankers are Destroyed
s0201a.att,265,"`8`. Evaṃ pathavīādīsu vatthūsu sekkhassa pavattiṃ dassetvā idāni khīṇāsavassa pavattiṃ dassento yopi so, bhikkhave, bhikkhu arahantiādimāha. Tattha yopīti pi-saddo sampiṇḍanattho. Tena idha ubhayasabhāgatāpi labbhatīti dasseti. Sekkho hi khīṇāsavena ariyapuggalattā sabhāgo, tena puggalasabhāgatā labbhati, ārammaṇasabhāgatā pana vuttanayā eva. Arahanti ārakakileso, dūrakileso pahīnakilesoti attho. Vuttañcetaṃ bhagavatā ‘‘kathañca, bhikkhave, bhikkhu arahaṃ hoti? Ārakāssa honti pāpakā akusalā dhammā saṃkilesikā ponobbhavikā sadarā dukkhavipākā āyatiṃ jātijarāmaraṇiyā. Evaṃ kho, bhikkhave, bhikkhu arahaṃ hotī’’ti.(Ma. ni. 1.434) khīṇāsavoti cattāro āsavā kāmāsavo…pe… avijjāsavo, ime cattāro āsavā arahato khīṇā pahīnā samucchinnā paṭippassaddhā, abhabbuppattikā ñāṇagginā daḍḍhā, tena vuccati khīṇāsavoti.","`8`. Having thus shown the occurrence in a learner (`sekha`) regarding objects such as earth, etc., now, to show the occurrence in one whose cankers are destroyed, he said, **""And, monks, that bhikkhu who is an arahant...""** and so on. Therein, in **""And that...""** the particle `pi` has the meaning of inclusion. By this, he shows that here, the commonality of both is obtained. Indeed, the learner (`sekha`) is similar to one whose cankers are destroyed due to being a noble person (`ariyapuggala`); by this, the similarity of persons is obtained. The similarity of objects, however, is just as has been explained. **Arahant** means one for whom the defilements are far (`āraka-kileso`), one for whom the defilements are distant (`dūra-kileso`), one whose defilements are abandoned. And this was said by the Blessed One: ""And how, monks, is a bhikkhu an arahant? For him, evil, unwholesome states—defiling, leading to renewed existence, troublesome, resulting in suffering, and leading in the future to birth, aging, and death—are far away (`ārakā`). It is in this way, monks, that a bhikkhu is an arahant."" **One whose cankers are destroyed (`khīṇāsavo`)**: The four cankers are the canker of sensual pleasure... and so on... the canker of ignorance. For the arahant, these four cankers are destroyed, abandoned, cut off at the root, pacified, rendered incapable of arising, and burned by the fire of knowledge. Therefore, he is called 'one whose cankers are destroyed'."
s0201a.att,266,"Vusitavāti garusaṃvāsepi ariyamaggasaṃvāsepi dasasu ariyavāsesupi vasi parivasi vuttho parivuttho, so vutthavāso ciṇṇacaraṇoti vusitavā katakaraṇīyoti puthujjanakalyāṇakaṃ upādāya satta sekkhā catūhi maggehi karaṇīyaṃ karonti nāma, khīṇāsavassa sabbakaraṇīyāni katāni pariyositāni, natthi tassa uttari karaṇīyaṃ dukkhakkhayādhigamāyāti katakaraṇīyo. Vuttampi hetaṃ –","**Has lived the life (`vusitavā`)**: He has lived and dwelt in both the weighty co-residence and the noble path co-residence, and in the ten noble dwellings. He has lived (`vasi`), has dwelt (`parivasi`), has lived it (`vuttho`), has dwelt it (`parivuttho`). That lived co-residence is a practice he has cultivated. Thus, **`vusitavā`**. **Has done what had to be done (`katakaraṇīyo`)**: Taking the virtuous worldling (`kalyāṇaputhujjana`) as the starting point, the seven learners (`sekha`) are said to be doing what has to be done through the four paths. For one whose cankers are destroyed, all that had to be done has been done and is finished. For him, there is nothing further to be done for the attainment of the destruction of suffering. Thus, `katakaraṇīyo`. And this has been said:"
s0201a.att,267,"‘‘Tassa  sammā vimuttassa, santacittassa bhikkhuno;","""For that bhikkhu whose mind is rightly liberated and peaceful,"
s0201a.att,268,"Katassa paṭicayo natthi, karaṇīyaṃ na vijjatī’’ti.(theragā. 642);","there is no adding to what has been done, and nothing that needs to be done remains."""
s0201a.att,269,"Ohitabhāroti tayo bhārā khandhabhāro kilesabhāro abhisaṅkhārabhāroti, tassime tayo bhārā ohitā oropitā nikkhittā  pātitā, tena vuccati ohitabhāroti. Anuppattasadatthoti anuppatto sadatthaṃ, sakatthanti vuttaṃ hoti. Kakārassāyaṃ dakāro kato, sadatthoti ca arahattaṃ veditabbaṃ. Tañhi attupanibandhanaṭṭhena attānaṃ avijahanaṭṭhena attano paramatthaṭṭhena ca attano attho sakatthoti vuccati.","**Has laid down the burden (`ohitabhāro`)**: There are three burdens: the burden of the aggregates, the burden of the defilements, and the burden of formations. For him, these three burdens are laid down, set down, put aside, dropped. Therefore, he is called **`ohitabhāro`**.  **Has attained his own goal (`anuppattasadattho`)** means he has attained his own goal (`sadatthaṃ`). It is said to mean 'one's own goal' (`sak'atthaṃ`). Here, the letter 'k' has been changed to 'd'. And by `sadattha`, arahantship should be understood. For that, because of its nature of being connected to oneself, of not abandoning oneself, and being one's own ultimate goal, is called 'one's own goal' (`sak'attha`)."
s0201a.att,270,"Parikkhīṇabhavasaṃyojanoti bhavasaṃyojanānīti dasa saṃyojanāni kāmarāgasaṃyojanaṃ paṭighamānadiṭṭhivicikicchāsīlabbataparāmāsabhavarāgaissāmacchariyasaṃyojanaṃ avijjāsaṃyojanaṃ. Imāni hi satte bhavesu saṃyojenti upanibandhanti, bhavaṃ vā bhavena saṃyojenti, tasmā ‘‘bhavasaṃyojanānī’’ti vuccanti. Imāni bhavasaṃyojanāni arahato parikkhīṇāni pahīnāni ñāṇagginā daḍḍhāni, tena vuccati ‘‘parikkhīṇabhavasaṃyojano’’ti. Sammadaññā vimuttoti ettha sammadaññāti sammā aññāya. Kiṃ vuttaṃ hoti – khandhānaṃ khandhaṭṭhaṃ, āyatanānaṃ āyatanaṭṭhaṃ, dhātūnaṃ  dhātuṭṭhaṃ, dukkhassa pīḷanaṭṭhaṃ, samudayassa pabhavaṭṭhaṃ, nirodhassa santaṭṭhaṃ, maggassa dassanaṭṭhaṃ, sabbe saṅkhārā aniccāti evamādiṃ vā bhedaṃ sammā yathābhūtaṃ aññāya jānitvā tīrayitvā tulayitvā vibhāvetvā vibhūtaṃ katvāti.","**Whose fetter of existence is completely destroyed (`parikkhīṇabhavasaṃyojano`)**: **The fetters of existence** are the ten fetters: the fetter of sensual lust, the fetters of aversion, conceit, views, doubt, adherence to rules and observances, lust for existence, jealousy, avarice, and the fetter of ignorance. Since these fetter and bind beings to existences, or they fetter one existence to another, they are called 'fetters of existence'. For the arahant, these fetters of existence are completely destroyed, abandoned, and burned by the fire of knowledge. Therefore, he is called 'one whose fetter of existence is completely destroyed'. **Rightly liberated through final knowledge (`sammadaññā vimutto`)**: Here, **`sammadaññā`** means 'having rightly known'. What is meant? Having rightly known as it really is—the meaning of the aggregates as aggregates, the meaning of the sense bases as sense bases, the meaning of the elements as elements; the oppressive meaning of suffering, the originating meaning of the origin, the peaceful meaning of cessation, the seeing meaning of the path; or the distinction that 'all formations are impermanent', and so on—having known, discerned, weighed, made manifest, and clarified it."
s0201a.att,271,"Vimuttoti dve vimuttiyo cittassa ca vimutti nibbānañca. Arahā sabbakilesehi vimuttacittattā cittavimuttiyāpi vimutto. Nibbānaṃ adhimuttattā nibbānepi vimutto. Tena vuccati ‘‘sammadaññā vimutto’’ti. Pariññātaṃ tassāti tassa arahato taṃ maññanāvatthu tīhi pariññāhi pariññātaṃ. Tasmā so taṃ vatthuṃ na maññati, taṃ vā maññanaṃ na maññatīti vuttaṃ hoti, sesaṃ vuttanayameva.","**Liberated (`vimutto`)**: There are two liberations: the liberation of the mind and Nibbāna. The arahant, because his mind is liberated from all defilements, is liberated by the liberation of the mind. Because he is intent on Nibbāna, he is liberated in Nibbāna. Therefore, he is called 'rightly liberated through final knowledge'. **It has been fully understood by him** means: For that arahant, that object of conceiving has been fully understood by the three kinds of full understanding (`pariññā`). Therefore, it is said that he does not conceive that object, or he does not conceive that conceiving. The rest is in accordance with the method already stated."
s0201a.att,272,Nibbānavāre  pana khayā rāgassātiādayo tayo vārā vuttā. Te pathavīvārādīsupi vitthāretabbā. Ayañca pariññātavāro nibbānavārepi vitthāretabbo. Vitthārentena ca pariññātaṃ tassāti sabbapadehi yojetvā puna khayā rāgassa vītarāgattāti yojetabbaṃ. Esa nayo itaresu. Desanā pana ekattha vuttaṃ sabbattha vuttameva hotīti saṃkhittā.,"In the section on Nibbāna, however, the three sections beginning with **""through the destruction of lust""** have been stated. They should also be elaborated in the sections on earth and so on. And this section on full understanding should also be elaborated in the section on Nibbāna. And when elaborating, after connecting ""it has been fully understood by him"" with all the terms, it should then be connected with ""through the destruction of lust, being free from lust"". This is the method in the other cases as well. The teaching, however, is abbreviated, because what is stated in one place is indeed stated everywhere."
s0201a.att,273,"Khayā rāgassa vītarāgattāti ettha ca yasmā bāhirako kāmesu vītarāgo, na khayā rāgassa vītarāgo. Arahā pana khayā yeva, tasmā vuttaṃ  ‘‘khayā rāgassa vītarāgattā’’ti. Esa nayo dosamohesupi. Yathā ca ‘‘pariññātaṃ tassāti vadāmī’’ti vuttepi pariññātattā so taṃ vatthuṃ taṃ vā maññanaṃ na maññatīti attho hoti, evamidhāpi vītarāgattā so taṃ vatthuṃ taṃ vā maññanaṃ na maññatīti daṭṭhabbo.","And here, in **""through the destruction of lust, being free from lust""**: since an outsider is free from lust in regard to sensual pleasures, he is not free from lust through the destruction of lust. An arahant, however, is free from lust precisely through its destruction. Therefore it is said, ""through the destruction of lust, being free from lust"". This same method applies to hatred and delusion. And just as when it is said, ""I say, 'It has been fully understood by him',"" the meaning is that because it has been fully understood, he does not conceive that object or that conceiving, so too here it should be understood that because he is free from lust, he does not conceive that object or that conceiving."
s0201a.att,274,"Ettha ca pariññātaṃ tassāti ayaṃ vāro maggabhāvanāpāripūridassanatthaṃ vutto. Itare pana phalasacchikiriyāpāripūridassanatthanti veditabbā. Dvīhi vā kāraṇehi arahā na maññati vatthussa ca pariññātattā akusalamūlānañca samucchinnattā. Tenassa pariññātavārena vatthuno vatthupariññaṃ dīpeti, itarehi akusalamūlasamucchedanti. Tattha pacchimesu tīsu vāresu ayaṃ viseso veditabbo, tīsu hi vāresu rāge ādīnavaṃ disvā dukkhānupassī viharanto appaṇihitavimokkhena vimutto khayā rāgassa vītarāgo hoti. Dose ādīnavaṃ disvā aniccānupassī  viharanto animittavimokkhena vimutto khayā dosassa vītadoso hoti. Mohe ādīnavaṃ disvā anattānupassī viharanto suññatavimokkhena vimutto khayā mohassa vītamoho hotīti.","Herein, this section, ""it has been fully understood by him,"" is stated to show the completion of the development of the path. The others, however, should be understood as being stated to show the completion of the realization of the fruit. Alternatively, an arahant does not conceive for two reasons: because the object has been fully understood and because the unwholesome roots have been cut off. Therefore, by the section on full understanding, he indicates the full understanding of the object, and by the others, the cutting off of the unwholesome roots. Therein, in the last three sections, this distinction should be understood: in the three sections, one who, seeing the danger in lust, dwells contemplating suffering, is liberated by the desireless liberation (`appaṇihita-vimokkha`) and becomes free from lust through the destruction of lust. One who, seeing the danger in hatred, dwells contemplating impermanence, is liberated by the signless liberation (`animitta-vimokkha`) and becomes free from hatred through the destruction of hatred. One who, seeing the danger in delusion, dwells contemplating not-self, is liberated by the emptiness liberation (`suññata-vimokkha`) and becomes free from delusion through the destruction of delusion."
s0201a.att,275,"Evaṃ sante na eko tīhi vimokkhehi vimuccatīti dve vārā na vattabbā siyunti ce, taṃ na. Kasmā? Aniyamitattā. Aniyamena hi vuttaṃ ‘‘yopi so, bhikkhave, bhikkhu araha’’nti. Na pana vuttaṃ appaṇihitavimokkhena vā vimutto, itarena vāti, tasmā yaṃ arahato yujjati, taṃ sabbaṃ vattabbamevāti.","If this is so, does it mean that one person is not liberated by the three liberations, and thus two sections should not have been stated? Not so. Why? Because it is not specified. For it has been stated without specification: ""And, monks, that bhikkhu who is an arahant..."" It is not said, ""liberated by the desireless liberation,"" or by another. Therefore, whatever is applicable to an arahant, all of that should be stated."
s0201a.att,276,"Avisesena vā yo koci arahā samānepi rāgādikkhaye vipariṇāmadukkhassa pariññātattā khayā rāgassa vītarāgoti vuccati, dukkhadukkhassa pariññātattā khayā dosassa vītadosoti. Saṅkhāradukkhassa pariññātattā khayā mohassa vītamohoti. Iṭṭhārammaṇassa vā pariññātattā khayā rāgassa vītarāgo. Aniṭṭhārammaṇassa pariññātattā khayā dosassa vītadoso. Majjhattārammaṇassa pariññātattā  khayā mohassa vītamoho. Sukhāya vā vedanāya rāgānusayassa samucchinnattā khayā rāgassa vītarāgo, itarāsu paṭighamohānusayānaṃ samucchinnattā  vītadoso vītamoho cāti. Tasmā taṃ visesaṃ dassento āha ‘‘khayā rāgassa vītarāgattā…pe… vītamohattā’’ti.","Or, in a general sense, any *arahant*, though the destruction of lust and so on is the same, is called ‘freed from lust through the destruction of lust’ because of having fully understood the suffering due to change (*vipariṇāma-dukkha*); and ‘freed from aversion through the destruction of aversion’ because of having fully understood suffering that is suffering (*dukkha-dukkha*). Because of having fully understood the suffering of formations (*saṅkhāra-dukkha*), he is called ‘freed from delusion through the destruction of delusion’. Or, because of having fully understood a desirable object, he is ‘freed from lust through the destruction of lust’. Because of having fully understood an undesirable object, he is ‘freed from aversion through the destruction of aversion’. Because of having fully understood a neutral object, he is ‘freed from delusion through the destruction of delusion’. Or, because the underlying tendency to lust has been utterly cut off in regard to pleasant feeling, he is ‘freed from lust through the destruction of lust’; and because the underlying tendencies to aversion and delusion have been utterly cut off in regard to the other feelings, he is ‘freed from aversion’ and ‘freed from delusion’. Therefore, to show that distinction, he said, “because of being freed from lust through the destruction of lust… and so on… because of being freed from delusion.”"
s0201a.att,277,Khīṇāsavavasena tatiyacatutthapañcamachaṭṭhanayakathā niṭṭhitā.,"*The explanation of the third, fourth, fifth, and sixth methods in terms of one whose cankers are destroyed is finished.*"
s0201a.att,278,##### Tathāgatavārasattamanayavaṇṇanā,##### The Commentary on the Seventh Method: The Section on the Tathāgata
s0201a.att,279,"`12`. Evaṃ pathavīādīsu vatthūsu khīṇāsavassa pavattiṃ dassetvā idāni attano pavattiṃ dassento tathāgatopi, bhikkhavetiādimāha. Tattha tathāgatoti aṭṭhahi kāraṇehi bhagavā tathāgatoti vuccati – tathā āgatoti tathāgato, tathā gatoti tathāgato, tathalakkhaṇaṃ āgatoti tathāgato, tathadhamme yāthāvato abhisambuddhoti tathāgato, tathadassitāya tathāgato, tathāvāditāya tathāgato, tathākāritāya tathāgato, abhibhavanaṭṭhena tathāgatoti.","`12`. Having thus shown the way of being for one whose cankers are destroyed in regard to objects such as earth, now, to show his own way of being, he began with “A Tathāgata too, monks…” Therein, the Blessed One is called a Tathāgata for eight reasons: He is a Tathāgata because he has ‘thus come’ (*tathā āgato*), a Tathāgata because he has ‘thus gone’ (*tathā gato*), a Tathāgata because he has arrived at the true characteristic (*tathalakkhaṇaṃ āgato*), a Tathāgata because he has fully awakened to the true Dhamma as it really is (*tathadhamme yāthāvato abhisambuddho*), a Tathāgata because of seeing what is true (*tathadassitāya*), a Tathāgata because of speaking what is true (*tathāvāditāya*), a Tathāgata because of doing what is true (*tathākāritāya*), and a Tathāgata in the sense of overcoming."
s0201a.att,280,"Kathaṃ  bhagavā tathā āgatoti tathāgato? Yathā sabbalokahitāya ussukkamāpannā purimakā sammāsambuddhā āgatā, yathā vipassī bhagavā āgato, yathā sikhī bhagavā, yathā vessabhū bhagavā, yathā kakusandho bhagavā, yathā koṇāgamano bhagavā, yathā kassapo bhagavā āgatoti. Kiṃ vuttaṃ hoti? Yena abhinīhārena ete bhagavanto āgatā, teneva amhākampi bhagavā āgato.","How is the Blessed One a Tathāgata because he has ‘thus come’? Just as the former Perfectly Enlightened Ones came, having striven for the welfare of the whole world—just as the Blessed One Vipassī came, just as the Blessed One Sikhī, just as the Blessed One Vessabhū, just as the Blessed One Kakusandha, just as the Blessed One Koṇāgamana, just as the Blessed One Kassapa came. What is meant by this? Our Blessed One also came by that very same aspiration by which those Blessed Ones came."
s0201a.att,281,"Atha vā yathā vipassī bhagavā…pe… yathā kassapo bhagavā dānapāramiṃ pūretvā, sīlanekkhammapaññāvīriyakhantisaccaadhiṭṭhānamettāupekkhāpāramiṃ pūretvā, imā dasa pāramiyo, dasa upapāramiyo, dasa paramatthapāramiyoti, samatiṃsa pāramiyo pūretvā, aṅgapariccāgaṃ nayanadhanarajjaputtadārapariccāganti ime pañca mahāpariccāge pariccajitvā pubbayogapubbacariyadhammakkhānañātatthacariyādayo pūretvā, buddhicariyāya koṭiṃ patvā āgato, tathā amhākampi bhagavā āgato.","Or, just as the Blessed One Vipassī… and so on… just as the Blessed One Kassapa came, having fulfilled the perfection of giving; having fulfilled the perfections of virtue, renunciation, wisdom, energy, patience, truthfulness, resolution, loving-kindness, and equanimity; having fulfilled these ten perfections, ten subsidiary perfections, and ten ultimate perfections, thus thirty perfections in total; having made the five great renunciations—the renunciation of limbs, eyes, wealth, kingdom, wife and children; having fulfilled the practice of the past, past conduct, teaching the Dhamma, conduct for the welfare of relatives, and so on; having reached the pinnacle of conduct for enlightenment—so too our Blessed One came."
s0201a.att,282,"Yathā ca vipassī bhagavā…pe… yathā kassapo bhagavā cattāro satipaṭṭhāne sammappadhāne iddhipāde pañcindriyāni pañca balāni satta bojjhaṅge ariyaṃ aṭṭhaṅgikaṃ maggaṃ bhāvetvā brūhetvā āgato, tathā amhākaṃ  bhagavāpi āgatoti tathāgato.","And just as the Blessed One Vipassī… and so on… just as the Blessed One Kassapa came, having developed and cultivated the four foundations of mindfulness, the right efforts, the bases of spiritual power, the five faculties, the five powers, the seven factors of enlightenment, and the Noble Eightfold Path, so too our Blessed One came. Thus, he is a Tathāgata."
s0201a.att,283,"Yatheva  lokamhi vipassiādayo,","Just as Vipassī and the others in the world,"
s0201a.att,284,Sabbaññubhāvaṃ munayo idhāgatā;,"the sages, came here to the state of omniscience;"
s0201a.att,285,"Tathā ayaṃ sakyamunīpi āgato,",so too has this Sakyan Sage come;
s0201a.att,286,Tathāgato vuccati tena cakkhumāti.,"for that reason, the One with Vision is called the Tathāgata."
s0201a.att,287,Evaṃ tathā āgatoti tathāgato.,"In this way, he is a Tathāgata because he has ‘thus come’."
s0201a.att,288,"Kathaṃ tathā gatoti tathāgato. Yathā sampatijāto vipassī bhagavā gato…pe… kassapo bhagavā gato. Kathañca so gatoti, so hi sampatijātova samehi pādehi pathaviyaṃ patiṭṭhāya uttarābhimukho sattapadavītihārena gato. Yathāha – sampatijāto, ānanda, bodhisatto samehi  pādehi pathaviyaṃ patiṭṭhahitvā uttarābhimukho sattapadavītihārena gacchati setamhi chatte anudhārīyamāne, sabbā ca disā anuviloketi, āsabhiñca vācaṃ bhāsati ‘‘aggohamasmi lokassa, jeṭṭhohamasmi lokassa, seṭṭhohamasmi lokassa, ayamantimā jāti, natthi dāni punabbhavo’’ti (ma. ni. 3.207).","How is he a Tathāgata because he has ‘thus gone’? Just as the Blessed One Vipassī went when just born… and so on… just as the Blessed One Kassapa went. And how did he go? Just after birth, he stood on the earth with even feet, faced north, and went forward seven steps. As it is said: “Ānanda, as soon as he is born, the Bodhisatta, having stood on the earth with even feet, walks seven steps facing north, while a white parasol is held over him. He surveys all the directions and utters a bull-like utterance: ‘I am the chief in the world, I am the eldest in the world, I am the best in the world. This is my last birth. There is now no further becoming.’”"
s0201a.att,289,"Tañcassa gamanaṃ tathaṃ ahosi avitathaṃ anekesaṃ visesādhigamānaṃ pubbanimittabhāvena. Yañhi so sampatijātova samehi pādehi patiṭṭhahi, idamassa caturiddhipādapaṭilābhassa pubbanimittaṃ. Uttarābhimukhabhāvo pana sabbalokuttarabhāvassa pubbanimittaṃ. Sattapadavītihāro sattabojjhaṅgaratanapaṭilābhassa. ‘‘Suvaṇṇadaṇḍā vītipatanti cāmarā’’ti (su. ni. 693) ettha vutto cāmarukkhepo sabbatitthiyanimmathanassa. Setacchattadhāraṇaṃ arahattavimuttivaravimalasetacchattapaṭilābhassa. Sabbadisānuvilokanaṃ sabbaññutānāvaraṇañāṇapaṭilābhassa. Āsabhīvācābhāsanaṃ appaṭivattiyavaradhammacakkappavattanassa pubbanimittaṃ. Tathā ayaṃ bhagavāpi gato. Tañcassa gamanaṃ tathaṃ ahosi avitathaṃ tesaññeva visesādhigamānaṃ pubbanimittabhāvena. Tenāhu porāṇā –","And that going of his was true and unfailing, being a prior sign of many special attainments. For his standing with even feet just after birth was a prior sign of his attainment of the four bases of spiritual power. His facing north was a prior sign of his state of being supreme in all the world. His taking seven steps was a prior sign of his attainment of the seven jewels of the enlightenment factors. The lifting of the chowrie, mentioned in the line “golden-handled chowries are waved,” was a prior sign of his subduing of all sectarians. The holding of the white parasol was a prior sign of his attainment of the excellent, immaculate white parasol of the liberation of Arahantship. His surveying of all directions was a prior sign of his attainment of the unobstructed knowledge of omniscience. His uttering a bull-like utterance was a prior sign of his setting in motion the excellent, irreversible Wheel of Dhamma. In the same way, this Blessed One also went. And that going of his was true and unfailing, being a prior sign of those very same special attainments. Therefore the ancients have said:"
s0201a.att,290,"‘‘Muhuttajātova gavampatī yathā,","“Just born, like a bull, the lord of the herd,"
s0201a.att,291,Samehi pādehi phusī vasundharaṃ;,he touched the earth with even feet;
s0201a.att,292,"So vikkamī satta padāni gotamo,","Gotama strode seven steps,"
s0201a.att,293,Setañca chattaṃ anudhārayuṃ marū.,and Maras held a white parasol over him.
s0201a.att,294,"Gantvāna  so satta padāni gotamo,","Having gone those seven steps, Gotama"
s0201a.att,295,Disā vilokesi samā samantato;,surveyed the directions all around;
s0201a.att,296,"Aṭṭhaṅgupetaṃ giramabbhudīrayī,","he uttered speech of eightfold quality,"
s0201a.att,297,Sīho yathā pabbatamuddhaniṭṭhito’’ti–,like a lion standing on a mountaintop.”
s0201a.att,298,Evaṃ tathā gatoti tathāgato.,"In this way, he is a Tathāgata because he has ‘thus gone’."
s0201a.att,299,"Atha  vā yathā vipassī bhagavā…pe… yathā kassapo bhagavā, ayampi bhagavā tatheva nekkhammena kāmacchandaṃ pahāya gato. Abyāpādena byāpādaṃ, ālokasaññāya thinamiddhaṃ, avikkhepena uddhaccakukkuccaṃ, dhammavavatthānena vicikicchaṃ pahāya, ñāṇena avijjaṃ padāletvā, pāmojjena aratiṃ vinodetvā, paṭhamajjhānena nīvaraṇakavāṭaṃ ugghāṭetvā, dutiyajjhānena vitakkavicāradhūmaṃ vūpasametvā, tatiyajjhānena pītiṃ virājetvā, catutthajjhānena sukhadukkhaṃ pahāya, ākāsānañcāyatanasamāpattiyā rūpasaññāpaṭighasaññānānattasaññāyo samatikkamitvā, viññāṇañcāyatanasamāpattiyā ākāsānañcāyatanasaññaṃ, ākiñcaññāyatanasamāpattiyā viññāṇañcāyatanasaññaṃ, nevasaññānāsaññāyatanasamāpattiyā ākiñcaññāyatanasaññaṃ samatikkamitvā gato.","Or, just as the Blessed One Vipassī… and so on… just as the Blessed One Kassapa, so too this Blessed One went in the same way, having abandoned sensual desire through renunciation. Having abandoned ill will through non-ill will, sloth and torpor through the perception of light, restlessness and worry through non-distraction, and doubt through the determination of phenomena; having shattered ignorance with knowledge, dispelled discontent with joy, opened the gate of the hindrances with the first jhāna, quieted the smoke of applied and sustained thought with the second jhāna, become dispassionate towards rapture with the third jhāna, and abandoned pleasure and pain with the fourth jhāna; having transcended the perceptions of form, the perceptions of sensory impact, and the perceptions of diversity with the attainment of the base of the infinity of space; having transcended the perception of the base of the infinity of space with the attainment of the base of the infinity of consciousness; having transcended the perception of the base of the infinity of consciousness with the attainment of the base of nothingness; and having transcended the perception of the base of nothingness with the attainment of the base of neither perception nor non-perception, he went."
s0201a.att,300,"Aniccānupassanāya niccasaññaṃ pahāya, dukkhānupassanāya sukhasaññaṃ, anattānupassanāya attasaññaṃ, nibbidānupassanāya nandiṃ, virāgānupassanāya rāgaṃ, nirodhānupassanāya samudayaṃ, paṭinissaggānupassanāya ādānaṃ, khayānupassanāya ghanasaññaṃ, vayānupassanāya āyūhanaṃ, vipariṇāmānupassanāya dhuvasaññaṃ, animittānupassanāya nimittaṃ, appaṇihitānupassanāya paṇidhiṃ, suññatānupassanāya abhinivesaṃ, adhipaññādhammavipassanāya sārādānābhinivesaṃ, yathābhūtañāṇadassanena sammohābhinivesaṃ, ādīnavānupassanāya ālayābhinivesaṃ, paṭisaṅkhānupassanāya appaṭisaṅkhaṃ, vivaṭṭānupassanāya saṃyogābhinivesaṃ, sotāpattimaggena diṭṭhekaṭṭhe kilese bhañjitvā, sakadāgāmimaggena oḷārike kilese pahāya, anāgāmimaggena aṇusahagate kilese samugghāṭetvā, arahattamaggena sabbakilese samucchinditvā gato. Evampi tathā gatoti tathāgato.","By contemplation of impermanence, having abandoned the perception of permanence; by contemplation of suffering, the perception of pleasure; by contemplation of not-self, the perception of self; by contemplation of disenchantment, delight; by contemplation of dispassion, passion; by contemplation of cessation, arising; by contemplation of relinquishment, grasping; by contemplation of destruction, the perception of solidity; by contemplation of decay, accumulation; by contemplation of change, the perception of stability; by contemplation of the signless, the sign; by contemplation of the desireless, desire; by contemplation of emptiness, adherence; by contemplation of insight into phenomena through higher wisdom, the adherence of grasping at a core; by the knowledge and vision of things as they truly are, the adherence of delusion; by contemplation of danger, the adherence of attachment; by contemplation of reflection, non-reflection; by contemplation of turning away, the adherence of fetters; with the path of stream-entry, having shattered the defilements that are of the same group as wrong view; with the path of a once-returner, having abandoned the gross defilements; with the path of a non-returner, having uprooted the subtle defilements; with the path of Arahantship, having cut off all defilements, he has gone. In this way too, ""thus gone""; therefore, he is the Tathāgata."
s0201a.att,301,Kathaṃ  tathalakkhaṇaṃ āgatoti tathāgato. Pathavīdhātuyā kakkhaḷattalakkhaṇaṃ tathaṃ avitathaṃ. Āpodhātuyā paggharaṇalakkhaṇaṃ. Tejodhātuyā uṇhattalakkhaṇaṃ. Vāyodhātuyā vitthambhanalakkhaṇaṃ. Ākāsadhātuyā asamphuṭṭhalakkhaṇaṃ. Viññāṇadhātuyā vijānanalakkhaṇaṃ.,"How has he come to the true characteristic? Thus he is the Tathāgata. The characteristic of hardness in the earth element is true, not untrue. The characteristic of flowing in the water element. The characteristic of heat in the fire element. The characteristic of supporting in the wind element. The characteristic of being untouched in the space element. The characteristic of cognizing in the consciousness element."
s0201a.att,302,Rūpassa ruppanalakkhaṇaṃ. Vedanāya vedayitalakkhaṇaṃ. Saññāya sañjānanalakkhaṇaṃ. Saṅkhārānaṃ abhisaṅkharaṇalakkhaṇaṃ. Viññāṇassa vijānanalakkhaṇaṃ.,"For matter, the characteristic of being afflicted. For feeling, the characteristic of being felt. For perception, the characteristic of perceiving. For formations, the characteristic of forming. For consciousness, the characteristic of cognizing."
